Text,Family,Evidence,TopCorrect,AnyCorrect,Groundings,,,,,,,,,,,,,,,,
PAR2,,"We desensitized PAR-2 by pretreating cells with SLIGKV to confirm that this response was not due to PAR-2, which can recognize SFLLRN.",,,UP/Q2HJA4/Proteinase-activated receptor 2/0.85366,UP/P55085/Proteinase-activated receptor 2/0.85366,UP/P55086/Proteinase-activated receptor 2/0.85366,UP/Q63645/Proteinase-activated receptor 2/0.85366,NCIT/C127843/NR1I2/0.70732,HGNC/3538/F2R like trypsin receptor 1/0.56098,HGNC/7968/nuclear receptor subfamily 1 group I member 2/0.56098,HGNC/30225/solute carrier family 52 member 1/0.56098,,,,,,,,,
DYSFUNCTION,,"We assessed the relationship of the genotype distribution of GPx1 SNP in critically ill patients with their conditions (organ dysfunction, sepsis, and septic shock) and their outcome.",0,0,,,,,,,,,,,,,,,,,
CONDITION,,"In this review, we will discuss in detail the importance of pharmacologically manipulating the HO-1 pathway and its products for conferring protection against a variety of conditions that are characte",0,0,,,,,,,,,,,,,,,,,
autophagy,,"Furthermore, TRIM5α acts as a selective autophagy receptor.",,,GO/0006914/autophagy/0.85366,NCIT/C71427/autophagy/0.85366,GO/0016236/macroautophagy/0.41463,,,,,,,,,,,,,,
RESIDUE,,Lipofuscins whose accumulation leads to an increase in residual bodies also increased but with a smaller difference between the two conditions.,0,0,,,,,,,,,,,,,,,,,
COMPLEX,,"In particular, bCycT1 lacks a cysteine at residue 261 known to be critical for HIV but not BIV ternary complex formation, and mutagenesis data are consistent with a proposed role for this cysteine in ",0,0,,,,,,,,,,,,,,,,,
AKT,,Results also showed that PTH (1-34) inhibited in a sustained manner the phosphorylation of p38 and AKT protein kinase signaling pathways.,,,BE/AKT/AKT/1.0,NCIT/C41625/protein kinase B/0.70732,HGNC/391/AKT serine/threonine kinase 1/0.56098,UP/Q8INB9/RAC serine/threonine-protein kinase/0.54523,,,,,,,,,,,,,
RAB27A,,Melanophilin directly links Rab27a and myosin Va through its distinct coiled-coil regions.,,,HGNC/9766/RAB27A, member RAS oncogene family/0.85013,NCIT/C119635/RAB27A/0.85013,,,,,,,,,,,,,,
susceptibility gene,,"The candidate multiple sclerosis susceptibility gene, protein kinase C alpha (PRKCA), maps within this interval and association with 35 single-nucleotide polymorphism (SNP) markers, spanning the gene ",,,NCIT/C18521/cancer-predisposing gene/0.70732,,,,,,,,,,,,,,,,
STATUS,,EGFR promoter methylation status was detected by an EGFR asymmetric PCR and hybridization-fluorescence polarization assay and sequencing in 293 Chinese cervical squamous cell carcinoma tissue samples.,0,0,,,,,,,,,,,,,,,,,
CDC25,,"Despite its central role in the cell cycle, relatively little is known about the catalytic mechanism of Cdc25.",,,BE/CDC25/CDC25/0.99647,NCIT/C42627/ras protein specific guanine nucleotide releasing factor 1/0.70379,NCIT/C52912/RASGRF1/0.70379,NCIT/C104135/CDC25C/0.70379,HGNC/9875/Ras protein specific guanine nucleotide releasing factor 1/0.55745,HGNC/1727/cell division cycle 25C/0.26476,,,,,,,,,,,
ASD,,Overall results of the present study indicate likely involvement of ITGB3 and TPH2 in the pathophysiology of ASD in the Indian population.,,,UP/P51689/Arylsulfatase D/0.85366,UP/P75804/Soluble aldose sugar dehydrogenase YliI/0.83791,UP/Q93QX0/Bifunctional aspartate aminotransferase and L-aspartate beta-decarboxylase/0.56098,UP/Q53IZ1/Bifunctional aspartate aminotransferase and L-aspartate beta-decarboxylase/0.54523,,,,,,,,,,,,,
CASE,,Single-marker genotype and estimated haplotype frequencies were compared in UK unrelated cases with multiple sclerosis (n = 184) and healthy controls (n = 340) in order to investigate association with,0,0,,,,,,,,,,,,,,,,,
IL-6,,Individual SNP metaanalysis showed no evidence of association of the 3 IL6 genetic variants with the global disease.,0,0,,,,,,,,,,,,,,,,,
FGF-23,,We tested the hypothesis that high plasma FGF-23 concentration is associated with LV dysfunction in 110 chronic dialysis patients from the Homocysteine study who had paired echocardiograms performed f,,,UP/Q9GZV9/Fibroblast growth factor 23/0.85366,UP/Q9EPC2/Fibroblast growth factor 23/0.85366,UP/Q8VI82/Fibroblast growth factor 23/0.85366,UP/Q5MK86/Fibroblast growth factor 23/0.85366,NCIT/C104383/FGF23/0.85366,HGNC/3680/fibroblast growth factor 23/0.85366,NCIT/C104384/fibroblast growth factor-23/0.70732,,,,,,,,,,
TFIIB,,"Here, we show that the p50 subunit as well as the p50/p65 of NF-kappaB, and not other factors such as SP1, TFIIB, polymerase II, TFIIA, or p65, can be acetylated by CBP/p300 HAT domain.",,,UP/P42198/Transcription initiation factor IIB/0.85366,UP/Q58192/Transcription initiation factor IIB/0.85366,FA/03977/TFIIB family/0.85366,NCIT/C52955/GTF2B/0.70732,HGNC/4648/general transcription factor IIB/0.56098,,,,,,,,,,,,
MIP2,,This may be due to the inhibition of protein kinase C (PKC) activity since RO318220; a specific inhibitor of PKC also increased MIP-2 secretion.,,,NCIT/C49764/CXCL2/0.70727,UP/P10889/C-X-C motif chemokine 2/0.56093,UP/P30348/C-X-C motif chemokine 2/0.56093,,,,,,,,,,,,,,
RESULT,,"Our results show that SLK is required for the efficient cell migration of human and mouse mammary epithelial cell lines in the presence of the Neu activator, heregulin, as a chemoattractant.",0,0,,,,,,,,,,,,,,,,,
CELL,,We examined the mechanism by which protease-activated receptor (PAR)-1 is desensitized by comparing the effect of thrombin and the soluble agonist peptide SFLLRN on Ca(2+)responses in HSY-EA1 cells.,0,0,,,,,,,,,,,,,,,,,
tumor,,"Here, we determine how these variants influence breast cancer prognosis, risk and tumour characteristics.",,,NCIT/C3262/neoplasm/0.70732,,,,,,,,,,,,,,,,
HGF,,"Hepatocyte growth factor (HGF) treats ischemic disease by promoting arteriogenesis, however, its mechanism of action is not known.",,,HGNC/4893/hepatocyte growth factor/0.85366,NCIT/C51506/HGF/0.85366,NCIT/C20428/hepatocyte growth factor/0.70732,NCIT/C20451/interleukin-6/0.70732,NCIT/C116309/SOS1/0.70732,HGNC/6018/interleukin 6/0.56098,HGNC/11187/SOS Ras/Rac guanine nucleotide exchange factor 1/0.56098,,,,,,,,,,
CONTROL,,"RNA levels corresponding to HRAD17, another checkpoint control gene, demonstrated a similar pattern, but in general, higher quantities of this message were detected in samples.",0,0,,,,,,,,,,,,,,,,,
C-reactive protein,,"This prospective study investigated the levels of procalcitonin (PCT) and C-reactive protein (CRP) in patients with various types and severity of multiple trauma, and their relationship to trauma-rela",,,HGNC/2367/C-reactive protein/0.85366,UP/P02741/C-reactive protein/0.85366,UP/P14847/C-reactive protein/0.85366,NCIT/C60651/C-reactive protein/0.85366,,,,,,,,,,,,,
dependence,,"Our kinetic isotope effect results, Bronsted analysis, and pH dependence studies employing a range of aryl phosphates clearly indicate a dissociative transition state for the Cdc25A reaction that does",,,NCIT/C35458/dependence/0.85366,,,,,,,,,,,,,,,,
MET,,"Here, we demonstrate that vascular endothelial growth factor (VEGF) directly and negatively regulates tumor cell invasion through enhanced recruitment of the protein tyrosine phosphatase 1B (PTP1B) to",,,HGNC/7029/MET proto-oncogene, receptor tyrosine kinase/0.85366,NCIT/C18248/oncogene MET/0.70732,NCIT/C51540/C-MET/0.70732,HGNC/20709/SAFB like transcription modulator/0.55812,,,,,,,,,,,,
PATIENT,,Communication with close and distant relatives in the context of genetic testing for hereditary breast and ovarian cancer in cancer patients.,0,0,,,,,,,,,,,,,,,,,
PS-A,,"The present study indicates PSA derived from PC cells can enhance IGF bioavailability in the bone microenvironment of PC metastasis, thereby permitting PC survival and malignant progression in the bon",,,UP/P07288/Prostate-specific antigen/0.85366,UP/P55786/Puromycin-sensitive aminopeptidase/0.85366,UP/Q11011/Puromycin-sensitive aminopeptidase/0.85366,UP/Q8H0S9/Puromycin-sensitive aminopeptidase/0.85366,UP/B7EA73/Puromycin-sensitive aminopeptidase/0.85366,UP/Q54ET2/Presenilin-A/0.85361,NCIT/C17525/prostate-specific antigen/0.70732,NCIT/C49721/KLK3/0.70732,NCIT/C71424/PLAG1/0.70732,NCIT/C95860/NPEPPS/0.70732,NCIT/C95861/puromycin-sensitive aminopeptidase/0.70732,NCIT/C107572/PROS1/0.70732,NCIT/C113277/PSAT1/0.70732,HGNC/6364/kallikrein related peptidase 3/0.56098,HGNC/7900/aminopeptidase puromycin sensitive/0.56098,HGNC/19129/phosphoserine aminotransferase 1/0.56098,UP/P62930/Albumin-1 E/0.54523
PTH,,"Interestingly, the modulation of COL2 and COL10 gene expression was significant as rapidly as after 1 h in the presence of PTH (1-34); changes in the phosphorylation of p38 and AKT were significant on",,,HGNC/9606/parathyroid hormone/0.85366,UP/P01270/Parathyroid hormone/0.85366,UP/Q86Y79/Probable peptidyl-tRNA hydrolase/0.85366,UP/Q8BW00/Probable peptidyl-tRNA hydrolase/0.85366,FA/03189/PTH family/0.85366,NCIT/C52426/PTH/0.85366,NCIT/C41027/parathyroid hormone/0.70732,,,,,,,,,,
EVIDENCE,,"These findings suggest that further investigation of the PRKCA gene is warranted, particularly in cohorts with evidence of linkage to 17q22.",0,0,,,,,,,,,,,,,,,,,
recombinant,,Enzymatically active PSA degraded the recombinant IGFBP-5 protein in a dose- and time-dependent manner and a serine protease inhibitor suppressed this degradation.,,,NCIT/C14353/recombinants/0.70732,,,,,,,,,,,,,,,,
CUTICLE,,The cell proliferation and CDC25B expression of epidermal keratinocytes were induced by EGF alone and confirmed to be inhibited by indigo naturalis or indirubin.,0,0,,,,,,,,,,,,,,,,,
GENE,,Human kallikrein gene 11 (KLK11) mRNA overexpression is associated with poor prognosis in patients with epithelial ovarian cancer.,0,0,,,,,,,,,,,,,,,,,
injury,,"The Injury Severity Scores (ISS), and PCT and CRP levels were measured in the first 24 h (day 1), on day 7 and on the final day of their ICU stay.",,,EFO/0000546/injury/0.85013,,,,,,,,,,,,,,,,
CELL,,Cyclin T1 (CycT1) is a cellular transcription elongation factor that also participates in Tat-mediated activation of several lentiviral promoters.,0,0,,,,,,,,,,,,,,,,,
LINGO1,,"Rather, Reelin, Lingo-1, and Pancortin-1 emerged as the most consistent ligands for significantly inhibiting ectodomain shedding.",,,HGNC/21205/leucine rich repeat and Ig domain containing 1/0.85008,,,,,,,,,,,,,,,,
ASAH,,One hundred eighty-three patients presenting with aSAH at a neurointensive care unit were consecutively recruited.,,,NCIT/C103900/ASAH1/0.69971,HGNC/735/N-acylsphingosine amidohydrolase 1/0.26069,,,,,,,,,,,,,,,
primary tumor,,Frequency of TERT promoter mutations in primary tumors of the liver.,,,NCIT/C8509/primary neoplasm/0.70732,,,,,,,,,,,,,,,,
TCA8113,,"Cantharidin markedly weakened miR-214 expression level, activated p53 protein expression, and suppressed the Bcl-2/Bax signaling pathway in Tca8113 cells.",,,CVCL/6851/Tca8113/0.85013,,,,,,,,,,,,,,,,
integrin beta-3,,"Consistent with these findings, knockout mice lacking integrin beta3 displayed diminished platelet SERT activity.",,,UP/P05106/Integrin beta-3/0.85361,UP/O54890/Integrin beta-3/0.85361,NCIT/C38955/integrin beta-3/0.85361,,,,,,,,,,,,,,
GROUP,,"Compared with the control group the Ad-HGF group's HGF expression was not increased with time, and the induction by HGF of Notch1, Dll4 and Hey2 gene transcription was not enhanced with an increase of",0,0,,,,,,,,,,,,,,,,,
flavonoid,,"Eupatilin, a naturally occurring flavonoid isolated from Artemisia princeps, has anti-inflammatory, anti-oxidative, and anti-tumor activities.",,,CHEBI/47916/flavonoid/0.85366,CHEBI/72544/flavonoids/0.56098,,,,,,,,,,,,,,,
T,,Effect of 593C>T GPx1 SNP alone and in synergy with 47C>T SOD2 SNP on the outcome of critically ill patients.,0,0,,,,,,,,,,,,,,,,,
ALDH,,"ALDH activity increased by treatment with PPARγ inhibitor, and the increase was further enhanced when the expression of NR0B1 was induced.",,,BE/ALDH/ALDH/1.0,UP/O74187/Aldehyde dehydrogenase/0.85366,NCIT/C118481/aldehyde dehydrogenase/0.70732,UP/etc/None/0.12195,,,,,,,,,,,,,
cytokine production,,Individuals bearing SNPs in TLR10 displayed increased cytokine production upon C. burnetii 3262 stimulation.,,,GO/0001816/cytokine production/0.85366,,,,,,,,,,,,,,,,
NSCLC,,"HLM006474 reduces the viability of both SCLC and NSCLC lines with a biological IC50 that varies between 15 and 75 µM, but with no significant difference between the groups.",,,EFO/0003060/non-small cell lung carcinoma/0.70732,NCIT/C2926/non-small cell lung carcinoma/0.70732,,,,,,,,,,,,,,,
REGION,,"To clarify the relationship between the amino acid variations of the gp120 of human immunodeficiency virus type 1 (HIV-1) and the chemokine receptors that are used as the second receptor for HIV, we e",0,0,,,,,,,,,,,,,,,,,
PRKCA,,"These findings suggest that further investigation of the PRKCA gene is warranted, particularly in cohorts with evidence of linkage to 17q22.",,,HGNC/9393/protein kinase C alpha/0.85366,NCIT/C51271/PRKCA/0.85366,NCIT/C17805/protein kinase-C-alpha/0.70732,,,,,,,,,,,,,,
HYPERTENSION,,"After adjustment for demographics, baseline EF, hypertension, diabetes, cardiovascular disease, body mass index, systolic blood pressure, hemoglobin and markers of mineral metabolism, participants wit",0,0,,,,,,,,,,,,,,,,,
SB225002,,"Specifically, metastatic cells selectively express CXCR2 only, and not CXCR1 and attenuating CXCR2 activity with SB225002 increased MIP-2 secretion.",,,MESH/C112019/SB 225002/0.56098,,,,,,,,,,,,,,,,
PROLIFERATION,,"However, the overexpression of miR-214 reduced the anticancer effect of cantharidin on the proliferation and apoptosis of TSCC Tca8113 cells, inhibited p53 protein expression, and increased the Bcl-2/",0,0,,,,,,,,,,,,,,,,,
receptor,,TLR10 can act as an inhibitory receptor on TLR2-derived immune responses.,,,GO/0004872/receptor activity/0.85366,NCIT/C18106/receptor/0.85366,,,,,,,,,,,,,,,
MOUSE,,"We used mouse breast carcinoma cells metastasize to brain (4TBM), liver (4TLM), and heart (4THM) and explored the extra- and intracellular mechanisms effecting MIP-2 secretion using CXCR2 antagonist a",0,0,,,,,,,,,,,,,,,,,
GENOTYPES,,Statistical significant difference of EGFR promoter methylation prevalence was found between HPV 16 and other HPV genotypes (P<0.01).,0,0,,,,,,,,,,,,,,,,,
NF-kappaB,,"Therefore, we propose that acetylation of the DNA binding domain of NF-kappaB aids in nuclear translocation and enhanced transcription and also suggest that the substrate specificity of CBP/p300 can b",,,BE/NFkappaB/NFkappaB/1.0,NCIT/C94298/NFKB1/0.70732,NCIT/C17686/NF-kappa-B-p65 protein/0.70732,HGNC/7794/nuclear factor kappa B subunit 1/0.56098,,,,,,,,,,,,,
transcriptional,,Our data support a model in which Notch-1 can activate the transcription of ERalpha-target genes via IKKalpha-dependent cooperative chromatin recruitment of Notch-CSL-MAML1 transcriptional complexes (,,,NCIT/C17208/transcription/0.70732,,,,,,,,,,,,,,,,
liver cirrhosis,,"In the present study, the expression of P53 and MDM2 proteins were examined in specimens from a group of 20 patients (9 with primary hepatocellular carcinoma HCC and 11 with liver cirrhosis LC, linked",,,EFO/0001422/cirrhosis of liver/0.70732,NCIT/C2951/cirrhosis/0.70732,,,,,,,,,,,,,,,
SURFACE,,"Thus, in nonactivated DCs, MARCH I induces the surface internalization of mature HLA-DR complexes, therefore reducing their stability and levels.",0,0,,,,,,,,,,,,,,,,,
RESIDUE,,Lipofuscins whose accumulation leads to an increase in residual bodies also increased but with a smaller difference between the two conditions.,0,0,,,,,,,,,,,,,,,,,
REGION,,"The transactivation ability of PPARγ was inhibited by NR0B1 in lung adenocarcinoma, and the N-terminal region of NR0B1 containing LxxLL motifs mediated its inhibition.",0,0,,,,,,,,,,,,,,,,,
intracellular,,"We used mouse breast carcinoma cells metastasize to brain (4TBM), liver (4TLM), and heart (4THM) and explored the extra- and intracellular mechanisms effecting MIP-2 secretion using CXCR2 antagonist a",,,GO/0005622/intracellular/0.85366,,,,,,,,,,,,,,,,
rubella,,These data suggest the importance of examining both HLA genes and genes in the class III region as part of the extended haplotypes useful in understanding genomic drivers regulating immune responses t,,,NCIT/C85051/rubella/0.85366,,,,,,,,,,,,,,,,
RESIDUE,,"Interestingly, the C-terminal 20 residues corresponding to the TRM appear conformationally flexible or disordered.",0,0,,,,,,,,,,,,,,,,,
GROUP,,"Nineteen contused brain tissue biopsies were obtained from 19 patients undergoing surgery for brain contusions 3 h-17 d after trauma, and samples of control group were from three patients in the pathw",0,0,,,,,,,,,,,,,,,,,
